Brands,Type,SKU,MPN,Name,Description,Short description,Categories
TapeTech,variable,NS-TT,NS-TT,TapeTech EasyClean® Nail Spotter,"<p>The TapeTech EasyClean® Nail Spotter is a professional-grade solution for efficiently finishing fastener indentations on walls and ceilings. Available in 2"" and 3"" widths, this tool is engineered to fill the depressions left by nail or screw heads and wipe away excess compound in a single, fluid pass. It features a high-quality stainless steel body and a hardened steel skid plate that identifies improperly set fasteners while protecting the blade from damage. The EasyClean® lid system allows for rapid disassembly and thorough maintenance, ensuring the tool remains in peak operating condition. Designed for versatility, it is fully compatible with TapeTech FHTT fiberglass and XHTT extension handles.</p><ul><li><strong>Dual-Pass Efficiency:</strong> Fills and finishes fastener heads simultaneously to accelerate project timelines.</li><li><strong>Blade Protection:</strong> Hardened steel skid plate prevents damage from protruding fasteners and ensures smooth gliding.</li><li><strong>EasyClean® Technology:</strong> Quick-release latch and gasket design for effortless cleanup and maintenance.</li><li><strong>Available Sizes:</strong> 2"" (NS02TT) and 3"" (NS03TT) widths to match specific finishing requirements.</li><li><strong>System Compatibility:</strong> Works seamlessly with standard TapeTech support handles via the NSA-TT adapter.</li></ul>","Professional TapeTech EasyClean® Nail Spotter available in 2"" and 3"" sizes. Features a hardened steel skid plate and EasyClean® lid for efficient, one-pass fastener finishing.",Drywall Finishing Tools > TapeTech > Automatic Tapers
TapeTech,variation,NS-TT-2,NS-TT-2,"TapeTech EasyClean® Nail Spotter - 2""",,,Drywall Finishing Tools > TapeTech > Automatic Tapers
TapeTech,variation,NS-TT-3,NS-TT-3,"TapeTech EasyClean® Nail Spotter - 3""",,,Drywall Finishing Tools > TapeTech > Automatic Tapers
TapeTech,simple,NSA-TT,NSA-TT,TapeTech Nail Spotter Adapter,"<p>The TapeTech Nail Spotter Adapter (NSA-TT) is a professional-grade TapeTech drywall finishing tool built to work seamlessly with TapeTech automatic taping systems. Engineered to TapeTech quality standards, it delivers consistent, reliable performance on any job site. A trusted choice among professional drywall contractors.</p>",Genuine TapeTech OEM replacement part — Nail Spotter Adapter. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: NSA-TT.,Drywall Finishing Tools > TapeTech > Automatic Tapers
TapeTech,simple,NSW01,NSW01,TapeTech Wheel Kit - Nailspotter,"<p>TapeTech Nail Spotter Wheel Kit NSW01 This wheel kit is designed to make finishing faster, smoother, and less fatiguing.</p> <p><strong>Compatible With</strong></p><ul><li>both the 2"" and 3"" TapeTech nail spotters</li><li>this kit adds durable wheels that glide effortlessly across the wall or ceiling surface. The wheels help maintain consistent pressure and reduce drag</li><li>allowing finishers to achieve clean</li><li>professional results with greater ease. Key Features: Universal</li></ul> <p><strong>Compatible With</strong></p><ul><li>? Works with both 2"" and 3"" TapeTech Nail Spotters for maximum versatility. Smooth Rolling Action ? High-quality wheels reduce surface drag</li><li>making spotting faster and easier. Consistent Finish ? Helps maintain uniform pressure for more even compound application. Durable Construction ? Built with long-lasting materials to withstand daily jobsite use. Reduced Fatigue ? Less effort required to move across joints means more productivity with less strain.</li></ul>","TapeTech Nail Spotter Wheel Kit NSW01 This wheel kit is designed to make finishing faster, smoother, and less fatiguing. Compatible with both the 2"" a",Drywall Finishing Tools > TapeTech > Replacement Parts
TapeTech,variable,PFB-TT,PFB-TT,TapeTech PFK Replacement Blade 2/pk,"<p>Maintain the precision of your finishing system with the TapeTech PFK Replacement Blade 2-Pack. These blades are crafted from premium INOX German stainless steel, offering the perfect balance of strength and flexibility required for high-end wipe-down and skimming tasks. Specifically designed for the TapeTech Premium Finishing Knife (PFK) series, these blades ensure a clean, smooth finish with every pass. They are available in a comprehensive range of sizes to match your specific toolset, including 7"", 12"", 14"", 18"", 24"", 32"", 40"", and 48"" widths. Each pack contains two blades, providing a cost-effective way to keep your equipment performing at the industry's highest standard.</p><ul><li><strong>INOX German Stainless Steel:</strong> High-grade material for superior flex, durability, and corrosion resistance.</li><li><strong>Precision Skimming:</strong> Engineered to provide a flawlessly smooth finish on walls and ceilings.</li><li><strong>Comprehensive Range:</strong> Available for all PFK sizes: 7"", 12"", 14"", 18"", 24"", 32"", 40"", and 48"".</li><li><strong>Value 2-Pack:</strong> Includes two replacement blades to minimize downtime on the job site.</li><li><strong>Genuine OEM:</strong> Exact fit for the TapeTech Premium Finishing Knife series.</li></ul>","TapeTech PFK Replacement Blades (2-Pack) in sizes 7"" to 48"". Crafted from INOX German stainless steel for professional skimming and a flawless finish.",Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFB-TT-7,PFB-TT-7,"TapeTech PFK Replacement Blade 2/pk - 7""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFB-TT-12,PFB-TT-12,"TapeTech PFK Replacement Blade 2/pk - 12""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFB-TT-14,PFB-TT-14,"TapeTech PFK Replacement Blade 2/pk - 14""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFB-TT-18,PFB-TT-18,"TapeTech PFK Replacement Blade 2/pk - 18""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFB-TT-24,PFB-TT-24,"TapeTech PFK Replacement Blade 2/pk - 24""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFB-TT-32,PFB-TT-32,"TapeTech PFK Replacement Blade 2/pk - 32""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFB-TT-40,PFB-TT-40,"TapeTech PFK Replacement Blade 2/pk - 40""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFB-TT-48,PFB-TT-48,"TapeTech PFK Replacement Blade 2/pk - 48""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variable,PFK-TT,PFK-TT,TapeTech Premium Finishing Knife,"<p>The TapeTech Premium Finishing Knife (PFK) is the gold standard for professional wipe-down and skimming applications. Engineered with high-grade INOX German stainless steel, these knives feature a unique flexible blade that delivers the absolute best finish in the drywall industry. The secret to their performance lies in the precise fulcrum point designed into the grip area, providing unmatched control and tactile feedback. Available in widths ranging from 7"" to 48"", the PFK series is optimized for everything from tight corner work to large-scale wall and ceiling skimming. The ergonomic handle reduces operator fatigue during long shifts, making it the preferred choice for high-volume drywall contractors.</p><ul><li><strong>INOX German Stainless Steel:</strong> Strong yet highly flexible blade for a superior, paint-ready finish.</li><li><strong>Advanced Ergonomics:</strong> Designed with a specific fulcrum point for maximum control and reduced hand strain.</li><li><strong>Versatile Sizing:</strong> Available in 7"", 12"", 14"", 18"", 24"", 32"", 40"", and 48"" widths.</li><li><strong>Replaceable Components:</strong> Compatible with PFB replacement blades to extend the service life of the tool.</li><li><strong>Professional Performance:</strong> Ideal for wiping down tape and applying final skim coats with precision.</li></ul>","TapeTech Premium Finishing Knife (7""–48"") featuring INOX German stainless steel and advanced ergonomic grip for the industry's best skimming finish.",Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFK-TT-7,PFK-TT-7,"TapeTech Premium Finishing Knife - 7""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFK-TT-12,PFK-TT-12,"TapeTech Premium Finishing Knife - 12""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFK-TT-14,PFK-TT-14,"TapeTech Premium Finishing Knife - 14""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFK-TT-18,PFK-TT-18,"TapeTech Premium Finishing Knife - 18""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFK-TT-24,PFK-TT-24,"TapeTech Premium Finishing Knife - 24""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFK-TT-32,PFK-TT-32,"TapeTech Premium Finishing Knife - 32""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFK-TT-40,PFK-TT-40,"TapeTech Premium Finishing Knife - 40""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFK-TT-48,PFK-TT-48,"TapeTech Premium Finishing Knife - 48""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,simple,PK-AT01,PK-AT01,TapeTech Taper Repair Kit for PK-AT01,<p><strong>Taper Repair Kit for PK-AT01</strong> is a genuine OEM maintenance or repair kit for TapeTech automatic taping and finishing tools. This kit provides the OEM components necessary to restore proper tool function. Using genuine manufacturer parts ensures correct fit and extends service intervals compared to aftermarket alternatives.</p><p>Order by part number <strong>PK-AT01</strong> for guaranteed compatibility with your TapeTech tools.</p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>PK-AT01</td></tr></tbody></table>,Genuine TapeTech OEM maintenance or repair kit — Taper Repair Kit for PK-AT01. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: PK-AT01.,Drywall Finishing Tools > TapeTech > Replacement Parts
TapeTech,simple,PK-AT02,PK-AT02,TapeTech Taper Rebuild Kit PK-AT02,"<p><strong>TapeTech Taper Rebuild Kit PK-AT02 The TapeTech Taper Rebuild Kit PK-AT02 is designed to ensure the continued optimal performance of TapeTech automatic taping tools.</strong> This comprehensive kit provides all the necessary components and parts to refurbish and revitalize your taping equipment, helping it operate like new. Inside the PK-AT02 Rebuild Kit, you'll find an assortment of high-quality replacement parts, including precision-engineered gears, bearings, seals, and various other critical components. These components are expertly crafted to meet the exacting standards of TapeTech, a renowned name in the drywall and taping industry. Whether you're a professional drywaller or a dedicated DIY enthusiast, this rebuild kit empowers you to extend the lifespan of your TapeTech automatic taper, ensuring that it continues to deliver smooth and efficient tape application. By replacing worn-out or damaged parts with those included in the PK-AT02 Rebuild Kit, you can maintain consistent, professional-grade results and reduce downtime associated with equipment maintenance.</p>",TapeTech Taper Rebuild Kit PK-AT02 The TapeTech Taper Rebuild Kit PK-AT02 is designed to ensure the continued optimal performance of TapeTech automati,Drywall Finishing Tools > TapeTech > Replacement Parts
TapeTech,simple,PK-PFK,PK-PFK,TapeTech PK-PFK PFK End Caps Kit,"<p><strong>TapeTech is widely recognized as a leader in the drywall industry, known for manufacturing high-performance tools that revolutionize efficiency and quality in drywall installation and finishing.</strong> These replacement parts will keep your drywall taping &amp; finishing tools running their best.</p> <p><strong>Kit Includes</strong></p><ul><li>: 2 - PFK End Caps 4 - Screws</li></ul>","TapeTech is widely recognized as a leader in the drywall industry, known for manufacturing high-performance tools that revolutionize efficiency and qu",Drywall Finishing Tools > TapeTech > Replacement Parts
TapeTech,simple,PK35CSTT,PK35CSTT,TapeTech Specialty Knife - Pointed,"<p><strong>TapeTech, the worldwide leader in Automatic Taping &amp; Finishing Tools, introduces a full range of premium knives.</strong> The optimal combination of design, materials, experience and testing provides the best balance, flex, comfort and control to produce premium results when applying and smoothing joint compound. 3.5"" Pointed knife for taping and finishing tight inside corner joints Premium carbon steel blade provides precise feathering and smoothing Durable plastic handle</p>","TapeTech, the worldwide leader in Automatic Taping &amp; Finishing Tools, introduces a full range of premium knives. The optimal combination of de",Drywall Finishing Tools > TapeTech > Automatic Tapers
TapeTech,variable,QB-QSX,QB-QSX,TapeTech QuickBox® QSX,"<p>The TapeTech QuickBox® QSX is the industry's first finishing box specifically engineered for use with fast-setting (hot) joint compounds. Constructed from advanced, glass-filled polypropylene, the shell provides a slick, ultra-durable surface that allows even dried hot mud to fall out with a few light taps. Available in 6.5"" and 8.5"" widths, the QuickBox® QSX features an optimized blade design that eliminates the need for complex crown adjustments. This tool allows contractors to combine the speed of a finishing box with the rapid turnaround of chemical-set compounds, making it ideal for first-coat applications over joint tape. It is compatible with all standard finishing box handles, including the TapeTech Wizard®.</p><ul><li><strong>Hot Mud Optimized:</strong> Advanced space-age materials prevent fast-setting compound from sticking to the tool.</li><li><strong>Rapid Cleanup:</strong> Compound easily releases from the shell, significantly reducing maintenance time.</li><li><strong>Fixed Blade Design:</strong> Optimized geometry matches the application, removing the need for crown settings.</li><li><strong>Tool-Less Blade Change:</strong> Blades can be swapped in seconds to maintain a clean finish.</li><li><strong>Available Sizes:</strong> 6.5"" (QB06-QSX) and 8.5"" (QB08-QSX) widths.</li></ul>","TapeTech QuickBox® QSX (6.5"" or 8.5"") designed for fast-setting joint compounds. Features a non-stick polypropylene shell for rapid hot mud application and cleanup.",Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,QB-QSX-65,QB-QSX-65,"TapeTech QuickBox® QSX - 6.5""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,QB-QSX-85,QB-QSX-85,"TapeTech QuickBox® QSX - 8.5""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,simple,QCA-TT,QCA-TT,TapeTech Quick-Connect Adapter,<p><strong>The TapeTech Quick-Connect Adapter makes it easy to use the CN-TT Cleaning Nozzle with quick-connect garden hose systems commonly found in Europe and other countries.</strong> Simply thread the adapter into the bottom of the CN-TT Cleaning Nozzle.</p>,The TapeTech Quick-Connect Adapter makes it easy to use the CN-TT Cleaning Nozzle with quick-connect garden hose systems commonly found in Europe and,Drywall Finishing Tools > TapeTech > Cleaning & Maintenance
TapeTech,simple,RTTC-TT,RTTC-TT,TapeTech Taper Cable Repair Tool,<p><strong>Are you tired of always trying to find something to push the plunger through the tube when repairing your taper cable? The TapeTech Taper Cable repair Tool is designed to easily fit in your tool box or tool bag and is the correct length for quickly pushing the plunger without damaging the main taper tube.</strong> This tool is a must-have to reduce downtime due to worn or broken cables. Stop wasting time looking around your garage or jobsite and get the right tool for the job.</p>,Are you tired of always trying to find something to push the plunger through the tube when repairing your taper cable? The TapeTech Taper Cable repair,Drywall Finishing Tools > TapeTech > Cleaning & Maintenance
TapeTech,simple,T05CF,T05CF,TapeTech Bazooka Continuous Flow Taper,"<p><strong>The Bazooka Continuous Flow Taper: Revolutionizing Drywall Finishing   The Bazooka Continuous Flow Taper is an innovative tool designed to streamline the drywall finishing process.</strong> When connected to the Continuous Flow Pump (CTPMP), this advanced taper simultaneously applies drywall tape and the correct amount of joint compound to all types of drywall joints. This combination of efficiency and precision makes it an indispensable tool for professional contractors. Key Features of the Bazooka Continuous Flow Taper   One of the standout features of the Bazooka Continuous Flow Taper is its inline handle with dual trigger, which enhances control and ease of use. Weighing just 7 pounds, it is lightweight enough to be maneuvered effortlessly, reducing user fatigue during extended use. The taper's design includes a creaser wheel, which ensures a perfect finish every time by embedding the tape securely into the joint compound.   Additionally, the tool-less hose connection makes setup and disassembly quick and straightforward, saving valuable time on the job. For added convenience, the Bazooka Continuous Flow Taper can be paired with the CTVLV for wireless, radio frequency (RF) control, allowing the user to manage the flow of joint compound from the pump to the taper with ease.   Versatile Application   The Bazooka Continuous Flow Taper is versatile, capable of handling various types of drywall joints with precision: - Butt Joints and Flat Joints: Whether you're working on walls or ceilings, the taper applies the joint compound and tape seamlessly, ensuring a smooth and professional finish. - Internal Corners: The taper is designed to efficiently handle internal corners on walls and ceilings, making it a comprehensive solution for all your drywall finishing needs. Advantages of Using the Bazooka Continuous Flow Taper   - Increased Efficiency: By applying both tape and joint compound simultaneously, the Bazooka Continuous Flow Taper significantly speeds up the drywall finishing process. This increased efficiency allows for more work to be completed in less time, enhancing productivity. - Consistent Quality: The precise application of joint compound and tape ensures a consistent, high-quality finish on every joint. This consistency reduces the need for additional touch-ups and sanding, saving both time and materials. - Ease of Use: The lightweight design and ergonomic inline handle make the Bazooka Continuous Flow Taper easy to maneuver, even in tight spaces. The dual trigger system provides greater control over the application process, resulting in a more accurate and professional finish. - Quick Setup: The tool-less hose connection and wireless RF control simplify the setup and operation of the taper, allowing users to focus on the task at hand without worrying about complex equipment adjustments.   Conclusion   The Bazooka Continuous Flow Taper is an essential tool for anyone involved in drywall installation and finishing. Its advanced features, combined with its lightweight and ergonomic design, make it a valuable addition to any toolkit. Whether you are working on large-scale projects or smaller tasks, the Bazooka Continuous Flow Taper will help you achieve a flawless finish with minimal effort. Embrace the future of drywall finishing with the Bazooka Continuous Flow Taper and experience unparalleled efficiency and quality in your work.</p>",The Bazooka Continuous Flow Taper: Revolutionizing Drywall Finishing The Bazooka Continuous Flow Taper is an innovative tool designed to st,Drywall Finishing Tools > TapeTech > Continuous Flow System
TapeTech,simple,TC01TT,TC01TT,TapeTech Tool Caddy,"<p><strong>The TapeTech Tool Caddy make filling finishing boxes with a compound tube even easier.</strong> It conveniently holds any length compound tube and filler adapter, preventing the need to place the tool on the floor or in the bucket of joint compound between fills. The Tool Caddy is light weight, durable, and securely holds any size finishing box in the perfect filling position. The Tool Caddy prevents joint compound from leaking and can be adjusted to fit almost any bucket height. The Caddy also provides a safe place to rest finishing boxes when not in use. A perfect accessory for any finisher. Use With Compound Tube When Filling Flat Boxes Durable Adjustable Design Holds Any Size Finishing Box Holds Any Length Compound Tube</p> <p><strong>Compatible With</strong></p><p>Almost Any Bucket Height</p>",The TapeTech Tool Caddy make filling finishing boxes with a compound tube even easier. It conveniently holds any length compound tube and filler adapt,Drywall Finishing Tools > TapeTech > Automatic Tapers
TapeTech,variable,TG-PS-TT,TG-PS-TT,TapeTech Premium Gold Stainless Steel Finishing Trowel,"<p>TapeTech Premium Gold Stainless Steel Finishing Trowels are the workhorse of the professional's tool kit, designed for the perfect finish on drywall, plaster, EIFS, and stucco. Featuring a 0.65mm blade thickness, these trowels provide the ideal balance of rigidity and flexibility for base and finish coats. The blades are manufactured from triple-hardened European stainless steel for maximum durability and rust resistance. Each trowel is equipped with an ergonomic ProSoft handle that is slip-resistant and designed to reduce operator fatigue during extended use. Available in lengths ranging from 11"" to 18"", these trowels deliver consistent, professional results across all finishing applications.</p><ul><li><strong>0.65mm Blade Thickness:</strong> Optimized for durability and performance as a primary finishing workhorse.</li><li><strong>Triple-Hardened Steel:</strong> Premium European gold stainless steel for long life and corrosion resistance.</li><li><strong>ProSoft Grip:</strong> Ergonomic, slip-resistant handle for all-day comfort and control.</li><li><strong>Precision Finish:</strong> Ground edges and rounded corners to prevent tracking and lines.</li><li><strong>Available Sizes:</strong> 11""x5"", 12""x5"", 14""x5"", 16""x5"", and 18""x5"".</li></ul>","Professional TapeTech Gold Finishing Trowel (11""–18"") with 0.65mm triple-hardened stainless steel and ProSoft ergonomic grip for superior finishing.",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,TG110565-PS,TG110565-PS,"TapeTech 11"" x 5"" Premium Gold Stainless Steel Finishing Trowel - ProSoft Grip",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variable,TGCU-PS-TT,TGCU-PS-TT,TapeTech Premium Gold Stainless Steel Curved Finishing Trowel,"<p>TapeTech Premium Gold Stainless Steel Curved Finishing Trowels are specifically designed to feather and taper drywall joints with professional precision. The concave blade geometry allows the user to leave extra joint compound over butt joints and uneven panels, creating a perfectly flat surface. Crafted from 0.65mm triple-hardened European gold stainless steel, these trowels offer unmatched rust resistance. The ProSoft handle provides a comfortable, slip-resistant grip, making this the essential tool for achieving seamless transitions on challenging joints.</p><ul><li><strong>Concave Geometry:</strong> Specifically curved for superior butt joint tapering and feathering.</li><li><strong>Premium Gold Steel:</strong> 0.65mm triple-hardened stainless steel for maximum durability.</li><li><strong>ProSoft Grip:</strong> Ergonomic handle designed to reduce fatigue and improve control.</li><li><strong>Available Sizes:</strong> 11"", 12"", and 14"" lengths.</li></ul>","TapeTech Curved Finishing Trowel (11""–14"") for perfect butt joint tapering. Features 0.65mm gold stainless steel and ergonomic ProSoft grip.",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,TG110565-PSCU,TG110565-PSCU,"TapeTech 11"" x 4.7"" Premium Gold Stainless Steel Curved Finishing Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,TG12053-PS,TG12053-PS,"TapeTech 12"" x 4.3"" Premium Gold Stainless Steel Finishing Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,TG12054-PS,TG12054-PS,"TapeTech 12"" x 4.7"" Premium Gold Stainless Steel Finishing Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TG120565-PS,TG120565-PS","TapeTech 12"" x 5"" Premium Gold Stainless Steel Finishing Trowel - ProSoft Grip",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,variation,"TG120565-PSCU,TG120565-PSCU","TapeTech 12"" x 4.7"" Premium Gold Stainless Steel Curved Finishing Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,variation,"TG14053-PS,TG14053-PS","TapeTech 14"" x 4.3"" Premium Gold Stainless Steel Finishing Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,variation,"TG14054-PS,TG14054-PS","TapeTech 14"" x 4.7"" Premium Gold Stainless Steel Finishing Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,variation,"TG140565-PS,TG140565-PS","TapeTech 14"" x 5"" Premium Gold Stainless Steel Finishing Trowel - ProSoft Grip",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,variation,"TG140565-PSCU,TG140565-PSCU","TapeTech 14"" x 4.7"" Premium Gold Stainless Steel Curved Finishing Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,variation,"TG16053-PS,TG16053-PS","TapeTech 16"" x 4.3"" Premium Gold Stainless Steel Finishing Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,variation,"TG16054-PS,TG16054-PS","TapeTech 16"" x 4.7"" Premium Gold Stainless Steel Finishing Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,variation,"TG160565-PS,TG160565-PS","TapeTech 16"" x 5"" Premium Gold Stainless Steel Finishing Trowel - ProSoft Grip",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,variation,"TG18053-PS,TG18053-PS","TapeTech 18"" x 4.3"" Premium Gold Stainless Steel Finishing Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,variation,"TG18054-PS,TG18054-PS","TapeTech 18"" x 4.7"" Premium Gold Stainless Steel Finishing Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,variation,"TG180565-PS,TG180565-PS","TapeTech 18"" x 5"" Premium Gold Stainless Steel Finishing Trowel - ProSoft Grip",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,variable,TGP-PS-TT,TGP-PS-TT,TapeTech Premium Gold Stainless Steel Rounded Front Pool Trowel,"<p>TapeTech Premium Gold Stainless Steel Pool Trowels feature double-rounded ends to eliminate the sweep marks and lines often left by square-edged tools. While ideal for pool finishing, they are highly effective for drywall skimming, plaster, and EIFS. Manufactured from 0.65mm triple-hardened European gold stainless steel, these trowels provide extreme durability and rust resistance. The ergonomic ProSoft handle ensures a secure, comfortable grip for high-precision finishing work across both flat and curved surfaces.</p><ul><li><strong>Double-Rounded Design:</strong> Minimizes tracking for a smoother appearance on all surfaces.</li><li><strong>Triple-Hardened Steel:</strong> 0.65mm gold stainless steel for maximum toughness.</li><li><strong>ProSoft Ergonomics:</strong> Slip-resistant handle designed for all-day comfort.</li><li><strong>Available Sizes:</strong> 12"", 14"", 16"", and 18"" lengths.</li></ul>","TapeTech Rounded Front Pool Trowel (12""–18"") with double-rounded ends to prevent lines. 0.65mm gold stainless steel with ProSoft ergonomic grip.",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TGP120565-PS,TGP120565-PS","TapeTech 12"" x 4.7"" Premium Gold Stainless Steel Rounded Front Pool Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,variation,"TGP140565-PS,TGP140565-PS","TapeTech 14"" x 4.7"" Premium Gold Stainless Steel Rounded Front Pool Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,variation,"TGP160565-PS,TGP160565-PS","TapeTech 16"" x 4.7"" Premium Gold Stainless Steel Rounded Front Pool Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,variation,"TGP180565-PS,TGP180565-PS","TapeTech 18"" x 4.7"" Premium Gold Stainless Steel Rounded Front Pool Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,variable,TKBS-TT,TKBS-TT,TapeTech Premium Blue Steel Taping Knife,"<p>TapeTech Premium Blue Steel Taping Knives are engineered for professionals who demand the specific flex and tactile feel of traditional blue steel. These knives feature a precision-ground blade that offers increased corrosion resistance over carbon steel while maintaining ideal feathering characteristics. The oversized, tapered soft-grip handle provides a positive, slip-resistant grip, and the enlarged alloy hammer end is perfect for setting protruding fasteners. Built with the strongest backing plate in the industry, these knives prevent blade deflection for a consistent, professional finish.</p><ul><li><strong>Premium Blue Steel:</strong> Superior flex and feel with enhanced corrosion resistance.</li><li><strong>Alloy Hammer End:</strong> Integrated metal end for setting fasteners and adjusting installation flaws.</li><li><strong>Strongest Backing Plate:</strong> Prevents unwanted blade deflection during smoothing.</li><li><strong>Available Sizes:</strong> 8"", 10"", 12"", and 14"" widths.</li></ul>","Professional TapeTech Blue Steel Taping Knife (8""–14"") with ergonomic soft-grip and alloy hammer end. Features a precision-ground blade for superior flex.",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TKBS-TT-8,TKBS-TT-8","TapeTech Premium Blue Steel Taping Knife - 8""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,variation,"TKBS-TT-10,TKBS-TT-10","TapeTech Premium Blue Steel Taping Knife - 10""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,variation,"TKBS-TT-12,TKBS-TT-12","TapeTech Premium Blue Steel Taping Knife - 12""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,variation,"TKBS-TT-14,TKBS-TT-14","TapeTech Premium Blue Steel Taping Knife - 14""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,variable,TKSS-TT,TKSS-TT,TapeTech Premium Stainless Steel Taping Knife,"<p>TapeTech Premium Stainless Steel Taping Knives deliver maximum rust resistance and rapid cleanup for high-volume drywall finishing. Precision-ground and polished, these knives provide the perfect amount of flex for professional compound application. The oversized, tapered soft-grip handle is designed for optimal control and reduced operator fatigue, while the integrated alloy hammer end provides a durable surface for setting fasteners. Featuring the strongest backing plate in the industry, these knives ensure a flawlessly consistent finish on every joint.</p><ul><li><strong>Premium Stainless Steel:</strong> Maximum rust resistance and easy maintenance.</li><li><strong>Precision Grind:</strong> Engineered for the perfect balance of flexibility and finishing power.</li><li><strong>Alloy Hammer End:</strong> Heavy-duty metal end for setting fasteners and protecting the tool.</li><li><strong>Available Sizes:</strong> 8"", 10"", 12"", and 14"" widths.</li></ul>","Professional TapeTech Stainless Steel Taping Knife (8""–14"") with maximum rust resistance, ergonomic soft-grip, and integrated alloy hammer end.",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TKSS-TT-8,TKSS-TT-8","TapeTech Premium Stainless Steel Taping Knife - 8""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,variation,"TKSS-TT-10,TKSS-TT-10","TapeTech Premium Stainless Steel Taping Knife - 10""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
