"Product Name","SKU","Description","Specifications","Unit Price (USD)","Image URL(s)"
"14"" Stainless Steel Taping Knife w/ Composite Handle","5-514","Taping Knife","PRO-GRADE QUALITY | The handle core is double riveted to the back plate using stainless steel rivets prior to overmolding. | PREMIUM STAINLESS STEEL BLADE | Medium flex provides excellent feel and performance. Corrosion resistant. | HEAVY GAUGE ALUMINUM BACK PLATE | Provides outstanding strength and rigidity. | SOLID COMPOSITE HANDLE | Lightweight polypropylene composite is impact and solvent-resistant. Features an alloy hammer end for resetting drywall screws and nails. A full-length internal blade tang provides maximum strength and durability. | ERGONOMIC PROFILE | Proprietary handle profile developed through finisher feedback to minimize hand fatigue. | AUTHENTIC LEVEL5 BRAND | If the quality, performance and reliability of your tools matters, choose LEVEL5.","$12.39","https://drywalltoolbox.com/brands/Level5/5-514.webp"
"16"" Blue Steel Big Back Taping Knife w/ Soft Grip Handles","5-188","Taping Knife","PROFESSIONAL GRADE | Designed and built using nearly 20 years of input from professional finishers. Our tools are meant for reliable, daily use on the job site. | PREMIUM XL BLUE STEEL BLADE | Perfect, precise flex for a better finish and faster application rates. Features a Big-Back anodized backplate to hold more mud. | FULL SOFT-GRIP HANDLE | Lightweight, comfortable and ergonomically designed for all-day use with minimal fatigue. Glass reinforced nylon core. Impact and solvent resistant. Double riveted to the blade using stainless steel rivets. | OTHER FEATURES | Alloy metal hammer end for resetting drywall nails (also adds blade protection when dropped). Large hang hole. Easy-peel label. | GUARANTEED PERFORMANCE | Our finishing tools are developed by professionals for professionals and guaranteed to exceed your expectations. | PLEASE NOTE: This professional finishing tool features a blue steel blade. It requires proper care and storage or it will corrode/rust (see care instructions in description below).","$17.19","https://drywalltoolbox.com/brands/Level5/5-188.webp"
"5"" Stainless Steel Joint Knife w/ Composite Handle","5-505","Joint Knife","VERSATILE | Ideal for setting & cutting drywall tape, applying joint compound & other filler materials, cleaning up drywall edges, scraping paint & residue, resetting exposed screws, and much more! | SUPER COMFORTABLE | LEVEL5 grip profile was developed through years of finisher feedback to minimize hand fatigue. Solid composite handle is lightweight, durable and solvent resistant. | EASY TO USE | A lateral hollow grind provides proper flex midway up the stainless steel blade (versus near the handle). The blade feels nicely broken-in from the first moment you use it. | PRO-GRADE | LEVEL5 stainless steel alloy has higher carbon & iron than typical, providing enhanced flex and enabling the blade to hold an edge longer - while still providing excellent corrosion resistance. | EASY CLEANUP | Mirror polished to reduce mud accumulation.","$10.39","https://drywalltoolbox.com/brands/Level5/5-505.webp"
"12"" Flex Finishing Trowel with 0.4mm x 120mm Blade","4-974","Finishing Trowel","","$51.99","https://drywalltoolbox.com/brands/Level5/4-974.webp"
"8"" Carbon Steel Joint Knife w/ Soft Grip Handle","5-154","Joint Knife","VERSATILE | Ideal for setting & cutting drywall tape, applying joint compound & other filler materials, cleaning up drywall edges, scraping paint & residue, resetting exposed screws, and much more! | SUPER COMFORTABLE | LEVEL5 grip profile was developed through years of finisher feedback to minimize hand fatigue. Soft grip provides all-day comfort, even when wet. | EASY TO USE | A lateral hollow grind provides proper flex midway up the stainless steel blade (versus near the handle). The blade feels nicely broken-in from the first moment you use it."" | EASY CLEANUP | Mirror polished to reduce mud accumulation. | NOT CORROSION RESISTANT! Carbon steel blades offer outstanding finishing performance, but require special care between uses (see below). Choose from our stainless steel options if you require corrosion resistance.","$13.99","https://drywalltoolbox.com/brands/Level5/5-154.webp"
"3"" Carbon Steel Joint Knife w/ Soft Grip Handle","5-149","Joint Knife","VERSATILE | Ideal for setting & cutting drywall tape, applying joint compound & other filler materials, cleaning up drywall edges, scraping paint & residue, resetting exposed screws, and much more! | SUPER COMFORTABLE | LEVEL5 grip profile was developed through years of finisher feedback to minimize hand fatigue. Soft grip provides all-day comfort, even when wet. | EASY TO USE | A lateral hollow grind provides proper flex midway up the stainless steel blade (versus near the handle). The blade feels nicely broken-in from the first moment you use it."" | EASY CLEANUP | Mirror polished to reduce mud accumulation. | NOT CORROSION RESISTANT! Carbon steel blades offer outstanding finishing performance, but require special care between uses (see below). Choose from our stainless steel options if you require corrosion resistance.","$10.39","https://drywalltoolbox.com/brands/Level5/5-149.webp"
"10"" Carbon Steel Joint Knife w/ Soft Grip Handle","5-156","Joint Knife","VERSATILE | Ideal for setting & cutting drywall tape, applying joint compound & other filler materials, cleaning up drywall edges, scraping paint & residue, resetting exposed screws, and much more! | SUPER COMFORTABLE | LEVEL5 grip profile was developed through years of finisher feedback to minimize hand fatigue. Soft grip provides all-day comfort, even when wet. | EASY TO USE | A lateral hollow grind provides proper flex midway up the stainless steel blade (versus near the handle). The blade feels nicely broken-in from the first moment you use it."" | EASY CLEANUP | Mirror polished to reduce mud accumulation. | NOT CORROSION RESISTANT! Carbon steel blades offer outstanding finishing performance, but require special care between uses (see below). Choose from our stainless steel options if you require corrosion resistance.","$14.79","https://drywalltoolbox.com/brands/Level5/5-156.webp"
"14"" Ultra Flex Finishing Trowel with 0.3mm Blade","4-995","Finishing Trowel","THE PERFECT FINISH | LEVEL5 0.3mm Ultraflex finishing trowels aren't meant for the initial drywall seam loading stage – a rigid trowel suits this task better. These highly flexible trowels shine during the last step of the finishing process. | PREMIUM BLADE | 0.3mm Ultraflex trowels feature European triple-hardened stainless steel blade designed for smoothing and finishing of drywall compound. Precision ground edges offer a “broken in” feel from their first use. | MULTIPLE SIZES | LEVEL5 0.3mm Flex finishing trowels in the 100mm width are available in three sizes: 12”, 14”, and 16”.  Choose a finishing trowel that best suits the finishing needs and size of your project. | ROBUST DESIGN | Precision powder-coated aluminum handle mount that is rigid yet lightweight and durable. Robotically-welded to the top blade using super-strong surface-mounted rivets that last longer than typical ""through-rivet"" designs. | PATENTED ERGONOMIC GRIP | Leather composite handles mold to fit your grip over time, providing all day comfort and on hands and wrist.  The handles maintain excellent grip, even when wet! | GUARANTEED PERFORMANCE | If you're not satisfied with your purchase within the first 30 days, returns through LEVEL5 are simple.","$48.39","https://drywalltoolbox.com/brands/Level5/4-995.webp"
"3-Pack 8/12/16"" Offset Knife Scraping Set","5-861","OffSet Taping Knife Set","","","https://drywalltoolbox.com/brands/Level5/5-861.webp"
"12"" Stainless Steel Taping Knife w/ Composite Handle","5-512","Taping Knife","PRO-GRADE QUALITY | The handle core is double riveted to the back plate using stainless steel rivets prior to overmolding. | PREMIUM STAINLESS STEEL BLADE | Medium flex provides excellent feel and performance. Corrosion resistant. | HEAVY GAUGE ALUMINUM BACK PLATE | Provides outstanding strength and rigidity. | SOLID COMPOSITE HANDLE | Lightweight polypropylene composite is impact and solvent-resistant. Features an alloy hammer end for resetting drywall screws and nails. A full-length internal blade tang provides maximum strength and durability. | ERGONOMIC PROFILE | Proprietary handle profile developed through finisher feedback to minimize hand fatigue. | AUTHENTIC LEVEL5 BRAND | If the quality, performance and reliability of your tools matters, choose LEVEL5.","$11.59","https://drywalltoolbox.com/brands/Level5/5-512.webp"
"4"" Stainless Steel Joint Knife w/ Composite Handle","5-504","Joint Knife","VERSATILE | Ideal for setting & cutting drywall tape, applying joint compound & other filler materials, cleaning up drywall edges, scraping paint & residue, resetting exposed screws, and much more! | SUPER COMFORTABLE | LEVEL5 grip profile was developed through years of finisher feedback to minimize hand fatigue. Solid composite handle is lightweight, durable and solvent resistant. | EASY TO USE | A lateral hollow grind provides proper flex midway up the stainless steel blade (versus near the handle). The blade feels nicely broken-in from the first moment you use it. | PRO-GRADE | LEVEL5 stainless steel alloy has higher carbon & iron than typical, providing enhanced flex and enabling the blade to hold an edge longer - while still providing excellent corrosion resistance. | EASY CLEANUP | Mirror polished to reduce mud accumulation.","$9.59","https://drywalltoolbox.com/brands/Level5/5-504.webp"
"14"" Blue Steel Big Back Taping Knife w/ Soft Grip Handles","5-186","Taping Knife","PROFESSIONAL GRADE | Designed and built using nearly 20 years of input from professional finishers. Our tools are meant for reliable, daily use on the job site. | PREMIUM XL BLUE STEEL BLADE | Perfect, precise flex for a better finish and faster application rates. Features a Big-Back anodized backplate to hold more mud. | FULL SOFT-GRIP HANDLE | Lightweight, comfortable and ergonomically designed for all-day use with minimal fatigue. Glass reinforced nylon core. Impact and solvent resistant. Double riveted to the blade using stainless steel rivets. | OTHER FEATURES | Alloy metal hammer end for resetting drywall nails (also adds blade protection when dropped). Large hang hole. Easy-peel label. | GUARANTEED PERFORMANCE | Our finishing tools are developed by professionals for professionals and guaranteed to exceed your expectations. | PLEASE NOTE: This professional finishing tool features a blue steel blade. It requires proper care and storage or it will corrode/rust (see care instructions in description below).","$15.99","https://drywalltoolbox.com/brands/Level5/5-186.webp"
"8"" Blue Steel Big Back Taping Knife w/ Soft Grip Handles","5-180","Taping Knife","PROFESSIONAL GRADE | Designed and built using nearly 20 years of input from professional finishers. Our tools are meant for reliable, daily use on the job site. | PREMIUM XL BLUE STEEL BLADE | Perfect, precise flex for a better finish and faster application rates. Features a Big-Back anodized backplate to hold more mud. | FULL SOFT-GRIP HANDLE | Lightweight, comfortable and ergonomically designed for all-day use with minimal fatigue. Glass reinforced nylon core. Impact and solvent resistant. Double riveted to the blade using stainless steel rivets. | OTHER FEATURES | Alloy metal hammer end for resetting drywall nails (also adds blade protection when dropped). Large hang hole. Easy-peel label. | GUARANTEED PERFORMANCE | Our finishing tools are developed by professionals for professionals and guaranteed to exceed your expectations. | PLEASE NOTE: This professional finishing tool features a blue steel blade. It requires proper care and storage or it will corrode/rust (see care instructions in description below).","$13.59","https://drywalltoolbox.com/brands/Level5/5-180.webp"
"16"" Ultra Flex Finishing Trowel with 0.3mm Blade","4-996","Finishing Trowel","","$53.59","https://drywalltoolbox.com/brands/Level5/4-996.webp"
"14"" Flex Finishing Trowel with 0.4mm x 120mm Blade","4-975","Finishing Trowel","","$56.39","https://drywalltoolbox.com/brands/Level5/4-975.webp"
"6"" Welded Stainless Steel Stretch Joint Knife","5-414","Joint Knife","VERSATILE | Ideal for setting & cutting drywall tape, applying joint compound & other filler materials, cleaning up drywall edges, scraping paint & residue, resetting exposed screws, and much more! | SUPER COMFORTABLE | LEVEL5 grip profile was developed through years of finisher feedback to minimize hand fatigue. | EASY TO USE | A lateral hollow grind provides proper flex midway up the stainless steel blade (versus near the handle). The blade feels nicely broken-in from the first moment you use it. | PRO-GRADE | LEVEL5 stainless steel alloy has higher carbon & iron than typical, providing enhanced flex and enabling the blade to hold an edge longer - while still providing excellent corrosion resistance. | EASY CLEANUP | Mirror polished to reduce mud accumulation. | EXTENDED BLADE LENGTH | Provides extra reach and additional flex.","$20.79","https://drywalltoolbox.com/brands/Level5/5-414.webp"
"14"" Flex Finishing Trowel with 0.4mm x 100mm Blade","4-966","Finishing Trowel","","$53.59","https://drywalltoolbox.com/brands/Level5/4-966.webp"
"14"" Blue Steel Taping Knife w/ Soft Grip Handle","5-128","Taping Knife","PLEASE NOTE: This professional finish tool features a blue steel blade. It requires proper care and storage or it will corrode/rust (see care instructions in description below). | FULL SOFT-GRIP HANDLE | Lightweight, comfortable and ergonomically designed for all-day use with minimal fatigue. Glass reinforced nylon core. Impact and solvent resistant. Double riveted to the blade using stainless steel rivets. | PROFESSIONAL GRADE | Designed and built using nearly 20 years of input from professional finishers. Our tools are meant for reliable, daily use on the job site.","$15.59","https://drywalltoolbox.com/brands/Level5/5-128.webp"
"16"" Stainless Steel 0.6mm Stiff Blade Offset Taping Knife","5-388","0.6mm Stiff Offset Knife","0.6mm STIFF BLADE |  With a 3.5” deep blade, this STIFF version is ideal for applying/smoothing joint compound on walls and ceilings, as well as for filling joints and outside corner beads. | HIGH PERFORMANCE | Offset handle enables you to lay the blades flatter against the wall for smoother, tighter finishes while avoiding hand contact with the fresh compound. | ADD A HANDLE | Removable hammer end enables this blade to be mounted to a LEVEL5 skimming blade pole, or any painter’s pole. | MATERIAL REMOVAL | Sturdy, square-edge blade also works great for scraping applications, such as removing popcorn ceilings. | GET THE PERFECT ANGLE | The pole adapter (included) allows for adjustment to any blade angle for maximum comfort. | LEVEL5 Offset Finishing Knives come with the company's Lifetime Guarantee against defects in materials and workmanship","$31.19","https://drywalltoolbox.com/brands/Level5/5-388.webp"
"5"" Welded Stainless Steel Stretch Joint Knife","5-413","Joint Knife","VERSATILE | Ideal for setting & cutting drywall tape, applying joint compound & other filler materials, cleaning up drywall edges, scraping paint & residue, resetting exposed screws, and much more! | SUPER COMFORTABLE | LEVEL5 grip profile was developed through years of finisher feedback to minimize hand fatigue. | EASY TO USE | A lateral hollow grind provides proper flex midway up the stainless steel blade (versus near the handle). The blade feels nicely broken-in from the first moment you use it. | PRO-GRADE | LEVEL5 stainless steel alloy has higher carbon & iron than typical, providing enhanced flex and enabling the blade to hold an edge longer - while still providing excellent corrosion resistance. | EASY CLEANUP | Mirror polished to reduce mud accumulation. | EXTENDED BLADE LENGTH | Provides extra reach and additional flex.","$19.99","https://drywalltoolbox.com/brands/Level5/5-413.webp"
"16"" Flex Finishing Trowel with 0.4mm x 120mm Blade","4-976","Finishing Trowel","","$65.99","https://drywalltoolbox.com/brands/Level5/4-976.webp"
"4"" Welded Stainless Steel Stretch Joint Knife","5-412","Joint Knife","VERSATILE | Ideal for setting & cutting drywall tape, applying joint compound & other filler materials, cleaning up drywall edges, scraping paint & residue, resetting exposed screws, and much more! | SUPER COMFORTABLE | LEVEL5 grip profile was developed through years of finisher feedback to minimize hand fatigue. | EASY TO USE | A lateral hollow grind provides proper flex midway up the stainless steel blade (versus near the handle). The blade feels nicely broken-in from the first moment you use it. | PRO-GRADE | LEVEL5 stainless steel alloy has higher carbon & iron than typical, providing enhanced flex and enabling the blade to hold an edge longer - while still providing excellent corrosion resistance. | EASY CLEANUP | Mirror polished to reduce mud accumulation. | EXTENDED BLADE LENGTH | Provides extra reach and additional flex.","$19.19","https://drywalltoolbox.com/brands/Level5/5-412.webp"
"8"" Welded Stainless Steel Stretch Joint Knife","5-415","Joint Knife","VERSATILE | Ideal for setting & cutting drywall tape, applying joint compound & other filler materials, cleaning up drywall edges, scraping paint & residue, resetting exposed screws, and much more! | SUPER COMFORTABLE | LEVEL5 grip profile was developed through years of finisher feedback to minimize hand fatigue. | EASY TO USE | A lateral hollow grind provides proper flex midway up the stainless steel blade (versus near the handle). The blade feels nicely broken-in from the first moment you use it. | PRO-GRADE | LEVEL5 stainless steel alloy has higher carbon & iron than typical, providing enhanced flex and enabling the blade to hold an edge longer - while still providing excellent corrosion resistance. | EASY CLEANUP | Mirror polished to reduce mud accumulation. | EXTENDED BLADE LENGTH | Provides extra reach and additional flex.","$21.59","https://drywalltoolbox.com/brands/Level5/5-415.webp"
"12"" Flex Finishing Trowel with 0.4mm x 100mm Blade","4-965","Finishing Trowel","FLEXIBLE BLADE | 0.4mm flexible European triple hardened stainless steel blade designed for smoothing and finishing of plaster and compound application. | PROFESSIONAL FINISHING | LEVEL5 flex finishing trowels are designed to be used with curved and flat trowels as one of the final steps in the finishing process. Their design lets the user complete final surface smoothing on walls. | MULTIPLE SIZES | LEVEL5 flex finishing trowels in the 100mm configuration are available in three sizes: 12”, 14”, and 16”.  Choose a finishing trowel that best suits the finishing needs and size of your project. | ROBUST DESIGN | Precision powder-coated aluminum handle mount that is rigid yet lightweight and durable, and robotically welded super-strong surface-mounted rivets that last longer than typical ""through-rivet"" designs. | PREMIUM BLADE | European triple-hardened 0.4mm stainless steel blades | ERGONOMIC GRIP | Patented leather composite handles mold to fit your grip providing all day comfort and on hands and wrist. | GUARANTEED PERFORMANCE | If you're not satisfied with your purchase within the first 30 days, returns through LEVEL5 are simple.","$49.59","https://drywalltoolbox.com/brands/Level5/4-965.webp"
"16"" Flex Finishing Trowel with 0.4mm x 100mm Blade","4-967","Finishing Trowel","","$60.79","https://drywalltoolbox.com/brands/Level5/4-967.webp"
"48"" Fixed Radial Sander Pole","5-343","Drywall Sander Pole","BUILT FOR SANDING | This LEVEL5 48"" Radial Sander Pole is designed to work with the LEVEL5 9” radial sander head so you can reach ceilings and high walls with ease. | PREMIUM QUALITY | Constructed from lightweight aluminum to reduce weight in your hands and shoulders. | BUILT TO LAST | LEVEL5’s high quality aluminum anodization process improves corrosion resistance and durability for improved longevity. | OUTSTANDING DESIGN | Built to work with the LEVEL5 9"" Radial Sanding Head for a seamless sanding experience. Features standard universal threads to fit most 9"" Radial Sander discs. | PROFESSIONAL GRADE | Designed and built using nearly 20 years of input from professional finishers. Our tools are meant for reliable, daily use on the job site.","$21.59","https://drywalltoolbox.com/brands/Level5/5-343.webp"
