"sku","mpn","name","manufacturer","style","price","in_stock","short_description","full_description","image_urls","product_url"
"72026","","TapeTech ProMAXX Stainless Steel Hand Tool Set","TapeTech","","$125.99","Yes","","TapeTech ProMAXX Stainless Steel Hand Tool Set TapeTech Premium Mud Pans feature stainless steel construction and a contoured bottom to make mixing, cleaning and removal of joint compound easier. The contoured shape is more ergonomic and comfortable to hold. The continuous heli-arc weld provides maximum durability and value. TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience and testing to produce knives with the best balance, flex, comfort, and control so you achieve premium results when applying and smoothing joint compound. The handle’s over-sized, tapered shape provides the most ergonomic, slip-resistant grip. The enlarged, alloy hammer end allows it to be used to set protruding fasteners, adjust installation flaws, and protect against damage if the knife is dropped. TapeTech Premium Taping and Joint Knife blades are precision ground and polished to provide the perfect amount of flex and finish. The Carbon Steel and Stainless Steel blades provide ultimate feel. TapeTech Premium Taping Knives feature the strongest backing plate in the industry, preventing unwanted blade deflection while providing smooth, consistent control and finish. Set Includes: 1 - TapeTech 3.5"" Carbon Steel Pointing Knife PK35CSTT 1 - TapeTech 6"" Carbon Steel Clipped Joint Knife CK06CSTT 1 - TapeTech 1"" Stainless Steel Joint Knife JK01SSTT 1 - TapeTech 2"" Stainless Steel Joint Knife JK02SSTT 1 - TapeTech 3"" Stainless Steel Joint Knife JK03SSTT 1 - TapeTech 4"" Stainless Steel Joint Knife JK04SSTT 1 - TapeTech 5"" Stainless Steel Joint Knife JK05SSTT 1 - TapeTech 6"" Stainless Steel Joint Knife JK06SSTT 1 - TapeTech 8"" Stainless Steel Taping Knife TK08SSTT 1 - TapeTech 10"" Stainless Steel Taping Knife TK10SSTT 1 - TapeTech 12"" Stainless Steel Taping Knife TK11SSTT 1 - TapeTech 12"" Stainless Steel Mud Pan TK12SSTT","https://www.shopamestools.com/Item_Images_AMES/72026_TapeTechProMAXXSSHandToolSetJointTapingKnives_001.jpg","https://www.shopamestools.com/TapeTech-HandToolSet-72026"
"72027","","TapeTech ProMAXX Blue Steel Hand Tool Set","TapeTech","","$132.99","Yes","","TapeTech ProMAXX Blue Steel Hand Tool Set TapeTech Premium Mud Pans feature stainless steel construction and a contoured bottom to make mixing, cleaning and removal of joint compound easier. The contoured shape is more ergonomic and comfortable to hold. The continuous heli-arc weld provides maximum durability and value. TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience and testing to produce knives with the best balance, flex, comfort, and control so you achieve premium results when applying and smoothing joint compound. The handle’s over-sized, tapered shape provides the most ergonomic, slip-resistant grip. The enlarged, alloy hammer end allows it to be used to set protruding fasteners, adjust installation flaws, and protect against damage if the knife is dropped. TapeTech Premium Taping and Joint Knife blades are precision ground and polished to provide the perfect amount of flex and finish. The Carbon Steel and Blue Steel blades provide ultimate feel. TapeTech Premium Taping Knives feature the strongest backing plate in the industry, preventing unwanted blade deflection while providing smooth, consistent control and finish. Set Includes: 1 - TapeTech 3.5"" Carbon Steel Pointing Knife 1 - TapeTech 6"" Carbon Steel Clipped Joint Knife 1 - TapeTech 1"" Stainless Steel Joint Knife 1 - TapeTech 2"" Stainless Steel Joint Knife 1 - TapeTech 3"" Stainless Steel Joint Knife 1 - TapeTech 4"" Stainless Steel Joint Knife 1 - TapeTech 5"" Stainless Steel Joint Knife 1 - TapeTech 6"" Stainless Steel Joint Knife 1 - TapeTech 8"" Blue Steel Taping Knife 1 - TapeTech 10"" Blue Steel Taping Knife 1 - TapeTech 12"" Blue Steel Taping Knife 1 - TapeTech 12"" Stainless Steel Mud Pan","https://www.shopamestools.com/Item_Images_AMES/72027_TapeTechProMAXXBSHandToolSetJointTapingKnives_001.jpg","https://www.shopamestools.com/TapeTech-HandToolSet-72027"
"72028","","TapeTech Starter Knife Set I","TapeTech","","$104.99","Yes","","TapeTech Starter Knife Set I TapeTech premium finishing knives give you a quality finish without the high markup, one of the best values in the industry. Featuring a redesigned ergonomic grip profile to reduce fatigue and easily replaceable blades. The new handle adapter is more robust, providing quick angle adjustment and improved durability. TapeTech makes it possible for every finisher to achieve the best results without breaking the bank! Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily Replaceable 49% Less Than Other Brands Set Includes: 1 - TapeTech 7"" Premium Finishing Knife PFK07TT 1 - TapeTech 12"" Premium Finishing Knife PFK12TT 1 - TapeTech 18"" Premium Finishing Knife PFK18TT","https://www.shopamestools.com/Item_Images_AMES/72028_TapeTechSmoothingBladeKit_001.jpg","https://www.shopamestools.com/TapeTech-KnifeSet-72028"
"72029","","TapeTech Premium Finishing Knife Set I","TapeTech","","$279.99","Yes","","TapeTech Premium Finishing Knife Set I TapeTech premium finishing knives give you a quality finish without the high mark up, one of the best values in the industry. Featuring a redesigned ergonomic grip profile to reduce fatigue and easily replaceable blades. The new handle adapter is more robust, providing quick angle adjustment and improved durability. TapeTech makes it possible for every finisher to achieve the best results without breaking the bank! Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily Replaceable 49% Less Than Other Brands Set Includes: 1 - TapeTech 7"" Premium Finishing Knife PFK07TT 1 - TapeTech 12"" Premium Finishing Knife PFK12TT 1 - TapeTech 18"" Premium Finishing Knife PFK18TT 1 - TapeTech Finishing Knife Handle Adapter PFKHATT 1 - TapeTech Extendable Support Handle XHTT 1 - TapeTech 7"" Replacement Blade 2pk PFB07 1 - TapeTech 12"" Replacement Blade 2pk PFB12 1 - TapeTech 18"" Replacement Blade 2pk PFB18","https://www.shopamestools.com/Item_Images_AMES/72029_TapeTechSmoothingBladeKit_001.jpg","https://www.shopamestools.com/TapeTech-KnifeSet-72029"
"72030","","TapeTech Starter Knife Set II","TapeTech","","$134.99","Yes","","TapeTech Starter Knife Set II TapeTech premium finishing knives give you a quality finish without the high markup, one of the best values in the industry. Featuring a redesigned ergonomic grip profile to reduce fatigue and easily replaceable blades. The new handle adapter is more robust, providing quick angle adjustment and improved durability. TapeTech makes it possible for every finisher to achieve the best results without breaking the bank! Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily Replaceable 49% Less Than Other Brands Set Includes: 1 - TapeTech 12"" Premium Finishing Knife PFK12TT 1 - TapeTech 18"" Premium Finishing Knife PFK18TT 1 - TapeTech 24"" Premium Finishing Knife PFK24TT","https://www.shopamestools.com/Item_Images_AMES/72030_TapeTechSmoothingBladeKit_001.jpg","https://www.shopamestools.com/TapeTech-KnifeSet-72030"
"72031","","TapeTech Premium Finishing Knife Set II","TapeTech","","$356.99","Yes","","TapeTech Premium Finishing Knife Set II TapeTech premium finishing knives give you a quality finish without the high mark up, one of the best values in the industry. Featuring a redesigned ergonomic grip profile to reduce fatigue and easily replaceable blades. The new handle adapter is more robust, providing quick angle adjustment and improved durability. TapeTech makes it possible for every finisher to achieve the best results without breaking the bank! Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily Replaceable 49% Less Than Other Brands Set Includes: 1 - TapeTech 12"" Premium Finishing Knife PFK12TT 1 - TapeTech 24"" Premium Finishing Knife PFK24TT 1 - TapeTech 32"" Premium Finishing Knife PFK32TT 1 - TapeTech Finishing Knife Handle Adapter PFKHATT 1 - TapeTech Extendable Support Handle XHTT 1 - TapeTech 12"" Replacement Blade 2pk PFB12 1 - TapeTech 24"" Replacement Blade 2pk PFB24 1 - TapeTech 32"" Replacement Blade 2pk PFB32","https://www.shopamestools.com/Item_Images_AMES/72031_TapeTechSmoothingBladeKit_001.jpg","https://www.shopamestools.com/TapeTech-KnifeSet-72031"
"72032","","TapeTech Finishing Knife Set III","TapeTech","","$349.99","Yes","","TapeTech Finishing Knife Set III TapeTech premium finishing knives give you a quality finish without the high mark up, one of the best values in the industry. Featuring a redesigned ergonomic grip profile to reduce fatigue and easily replaceable blades. The new handle adapter is more robust, providing quick angle adjustment and improved durability. TapeTech makes it possible for every finisher to achieve the best results without breaking the bank! Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily Replaceable 49% Less Than Other Brands Set Includes: 1 - TapeTech 12"" Premium Finishing Knife PFK12TT 1 - TapeTech 14"" Premium Finishing Knife PFK14TT 1 - TapeTech 18"" Premium Finishing Knife PFK18TT 1 - TapeTech 24"" Premium Finishing Knife PFK24TT 1 - TapeTech 32"" Premium Finishing Knife PFK32TT 1 - TapeTech Finishing Knife Handle Adapter PFKHATT 1 - TapeTech Extendable Support Handle XHTT","https://www.shopamestools.com/Item_Images_AMES/72032_TapeTechSmoothingBladeKit_001.jpg","https://www.shopamestools.com/TapeTech-KnifeSet-72032"
"72033","","TapeTech Premium Finishing Knife Set III","TapeTech","","$619.99","Yes","","TapeTech Premium Finishing Knife Set III TapeTech premium finishing knives give you a quality finish without the high mark up, one of the best values in the industry. Featuring a redesigned ergonomic grip profile to reduce fatigue and easily replaceable blades. The new handle adapter is more robust, providing quick angle adjustment and improved durability. TapeTech makes it possible for every finisher to achieve the best results without breaking the bank! Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily Replaceable 49% Less Than Other Brands Set Includes: 1 - TapeTech 12"" Premium Finishing Knife PFK12TT 1 - TapeTech 14"" Premium Finishing Knife PFK14TT 1 - TapeTech 18"" Premium Finishing Knife PFK18TT 1 - TapeTech 24"" Premium Finishing Knife PFK24TT 1 - TapeTech 32"" Premium Finishing Knife PFK32TT 1 - TapeTech Finishing Knife Handle Adapter PFKHATT 1 - TapeTech Extendable Support Handle XHTT 1 - TapeTech 12"" Replacement Blade 2pk PFB12 1 - TapeTech 14"" Replacement Blade 2pk PFB14 1 - TapeTech 18"" Replacement Blade 2pk PFB18 1 - TapeTech 24"" Replacement Blade 2pk PFB24 1 - TapeTech 32"" Replacement Blade 2pk PFB32","https://www.shopamestools.com/Item_Images_AMES/72033_TapeTechSmoothingBladeKit_001.jpg","https://www.shopamestools.com/TapeTech-KnifeSet-72033"
"72034","","TapeTech Pro Finishing Knife Set","TapeTech","","$709.99","Yes","","TapeTech Pro Finishing Knife Set TapeTech premium finishing knives give you a quality finish without the high mark up, one of the best values in the industry. Featuring a redesigned ergonomic grip profile to reduce fatigue and easily replaceable blades. The new handle adapter is more robust, providing quick angle adjustment and improved durability. TapeTech makes it possible for every finisher to achieve the best results without breaking the bank! Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily Replaceable 49% Less Than Other Brands Set Includes: 1 - TapeTech 7"" Premium Finishing Knife PFK07TT 1 - TapeTech 12"" Premium Finishing Knife PFK12TT 1 - TapeTech 14"" Premium Finishing Knife PFK14TT 1 - TapeTech 18"" Premium Finishing Knife PFK18TT 1 - TapeTech 24"" Premium Finishing Knife PFK24TT 1 - TapeTech 32"" Premium Finishing Knife PFK32TT 1 - TapeTech Finishing Knife Handle Adapter PFKHATT 1 - TapeTech Extendable Support Handle XHTT 1 - TapeTech Fiberglass Support Handle FHTT 1 - TapeTech 7"" Replacement Blade 2pk PFB07 1 - TapeTech 12"" Replacement Blade 2pk PFB12 1 - TapeTech 14"" Replacement Blade 2pk PFB14 1 - TapeTech 18"" Replacement Blade 2pk PFB18 1 - TapeTech 24"" Replacement Blade 2pk PFB24 1 - TapeTech 32"" Replacement Blade 2pk PFB32","https://www.shopamestools.com/Item_Images_AMES/72034_TapeTechSmoothingBladeKit_001.jpg","https://www.shopamestools.com/TapeTech-KnifeSet-72034"
"72035","","TapeTech ProMAXX Finishing Knife Set","TapeTech","","$1,516.99","Yes","","TapeTech ProMAXX Finishing Knife Set TapeTech premium finishing knives give you a quality finish without the high mark up, one of the best values in the industry. Featuring a redesigned ergonomic grip profile to reduce fatigue and easily replaceable blades. The new handle adapter is more robust, providing quick angle adjustment and improved durability. TapeTech makes it possible for every finisher to achieve the best results without breaking the bank! Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily Replaceable 49% Less Than Other Brands Set Includes: 1 - TapeTech 7"" Premium Finishing Knife PFK07TT 1 - TapeTech 12"" Premium Finishing Knife PFK12TT 1 - TapeTech 14"" Premium Finishing Knife PFK14TT 1 - TapeTech 18"" Premium Finishing Knife PFK18TT 1 - TapeTech 24"" Premium Finishing Knife PFK24TT 1 - TapeTech 32"" Premium Finishing Knife PFK32TT 1 - TapeTech 40"" Premium Finishing Knife PFK40TT 1 - TapeTech 48"" Premium Finishing Knife PFK48TT 1 - TapeTech Finishing Knife Handle Adapter PFKHATT 1 - TapeTech Extendable Support Handle XHTT 1 - TapeTech Fiberglass Support Handle FHTT 1 - TapeTech 7"" Replacement Blade 2pk PFB07 1 - TapeTech 12"" Replacement Blade 2pk PFB12 1 - TapeTech 14"" Replacement Blade 2pk PFB14 1 - TapeTech 18"" Replacement Blade 2pk PFB18 1 - TapeTech 24"" Replacement Blade 2pk PFB24 1 - TapeTech 32"" Replacement Blade 2pk PFB32 1 - TapeTech 40"" Replacement Blade 2pk PFB40 1 - TapeTech 48"" Replacement Blade 2pk PFB48","https://www.shopamestools.com/Item_Images_AMES/72035_TapeTechSmoothingBladeKit_001.jpg","https://www.shopamestools.com/TapeTech-KnifeSet-72035"
"72040","CROLL04CG","TapeTech 4"" Compound Roller with Frame","TapeTech","","$22.99","Yes","","TapeTech 4"" Premium Compound Roller with Frame CROLL04CG TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to breaking out a sprayer or trying to apply the compound with knives or trowels. Simply apply the joint compound with the TapeTech premium drywall joint compound roller and then skim the area with a TapeTech premium finishing knife for an amazing finish. Key Features: Highest Quality: TapeTech premium drywall joint compound rollers are manufactured in Europe exclusively for TapeTech, using the highest quality reticulated polypropylene nap for great results and long life. Highest Capacity: TapeTech premium drywall joint compound rollers feature an 18mm nap - nearly 50% thicker than other brands with ½” nap – allowing you to apply nearly 50% more compound to the surface between fills compared to other high nap rollers. Highest Coverage: The unique design and manufacturing of TapeTech premium joint compound rollers releases more compound from the nap and onto the surface, providing the highest coverage rate per roller load. Robust Frame Design: TapeTech premium drywall joint compound rollers are designed for use with TapeTech roller frames. Our frames are a full 5/16” thick – stronger than smaller ¼” thick frames on the market. Comfortable Handle: The TapeTech Roller frames feature a comfortable, two-component over molded handle that provides comfortable handling and positive grip, even when wet. Extended Reach: Easily reach most common walls and ceilings using the TapeTech CROLLHAN2 extendable handle. With super secure attachment and lightweight but robust construction, you’ll quickly knock out any wall coverage or skimming job. Ideal for Skimming: The TapeTech premium drywall joint compound rollers are ideal for quickly applying large amounts of compound over patches, butt joints or entire surfaces. The perfect set up for skimming with TapeTech premium finishing knives.","https://www.shopamestools.com/Item_Images_AMES/72040_CROLL04CG_001.jpg | https://www.shopamestools.com/Item_Images_AMES/72040_CROLL04CG_002.jpg | https://www.shopamestools.com/Item_Images_AMES/72040_CROLL04CG_003.jpg | https://www.shopamestools.com/Item_Images_AMES/72040_CROLL04CG_004.jpg | https://www.shopamestools.com/Item_Images_AMES/72040_CROLL04CG_005.jpg","https://www.shopamestools.com/TapeTech-CompoundRoller-CROLL04CG"
"72041","CROLL09CG","TapeTech 9"" Compound Roller with Frame","TapeTech","","$24.99","Yes","","TapeTech 9"" Premium Compound Roller with Frame CROLL09CG TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to breaking out a sprayer or trying to apply the compound with knives or trowels. Simply apply the joint compound with the TapeTech premium drywall joint compound roller and then skim the area with a TapeTech premium finishing knife for an amazing finish. Key Features: Highest Quality: TapeTech premium drywall joint compound rollers are manufactured in Europe exclusively for TapeTech, using the highest quality reticulated polypropylene nap for great results and long life. Highest Capacity: TapeTech premium drywall joint compound rollers feature an 18mm nap - nearly 50% thicker than other brands with ½” nap – allowing you to apply nearly 50% more compound to the surface between fills compared to other high nap rollers. Highest Coverage: The unique design and manufacturing of TapeTech premium joint compound rollers releases more compound from the nap and onto the surface, providing the highest coverage rate per roller load. Robust Frame Design: TapeTech premium drywall joint compound rollers are designed for use with TapeTech roller frames. Our frames are a full 5/16” thick – stronger than smaller ¼” thick frames on the market. Comfortable Handle: The TapeTech Roller frames feature a comfortable, two-component over molded handle that provides comfortable handling and positive grip, even when wet. Extended Reach: Easily reach most common walls and ceilings using the TapeTech CROLLHAN2 extendable handle. With super secure attachment and lightweight but robust construction, you’ll quickly knock out any wall coverage or skimming job. Ideal for Skimming: The TapeTech premium drywall joint compound rollers are ideal for quickly applying large amounts of compound over patches, butt joints or entire surfaces. The perfect set up for skimming with TapeTech premium finishing knives.","https://www.shopamestools.com/Item_Images_AMES/72041_CROLL09CG_001.jpg | https://www.shopamestools.com/Item_Images_AMES/72041_CROLL09CG_002.jpg | https://www.shopamestools.com/Item_Images_AMES/72041_CROLL09CG_003.jpg | https://www.shopamestools.com/Item_Images_AMES/72041_CROLL09CG_004.jpg | https://www.shopamestools.com/Item_Images_AMES/72041_CROLL09CG_005.jpg","https://www.shopamestools.com/TapeTech-CompoundRoller-CROLL09CG"
"72042","CROLL12CG","TapeTech 12"" Compound Roller with Frame","TapeTech","","$27.99","Yes","","TapeTech 12"" Premium Compound Roller with Frame CROLL12CG TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to breaking out a sprayer or trying to apply the compound with knives or trowels. Simply apply the joint compound with the TapeTech premium drywall joint compound roller and then skim the area with a TapeTech premium finishing knife for an amazing finish. Key Features: Highest Quality: TapeTech premium drywall joint compound rollers are manufactured in Europe exclusively for TapeTech, using the highest quality reticulated polypropylene nap for great results and long life. Highest Capacity: TapeTech premium drywall joint compound rollers feature an 18mm nap - nearly 50% thicker than other brands with ½” nap – allowing you to apply nearly 50% more compound to the surface between fills compared to other high nap rollers. Highest Coverage: The unique design and manufacturing of TapeTech premium joint compound rollers releases more compound from the nap and onto the surface, providing the highest coverage rate per roller load. Robust Frame Design: TapeTech premium drywall joint compound rollers are designed for use with TapeTech roller frames. Our frames are a full 5/16” thick – stronger than smaller ¼” thick frames on the market. Comfortable Handle: The TapeTech Roller frames feature a comfortable, two-component over molded handle that provides comfortable handling and positive grip, even when wet. Extended Reach: Easily reach most common walls and ceilings using the TapeTech CROLLHAN2 extendable handle. With super secure attachment and lightweight but robust construction, you’ll quickly knock out any wall coverage or skimming job. Ideal for Skimming: The TapeTech premium drywall joint compound rollers are ideal for quickly applying large amounts of compound over patches, butt joints or entire surfaces. The perfect set up for skimming with TapeTech premium finishing knives.","https://www.shopamestools.com/Item_Images_AMES/72042_CROLL12CG_001.jpg | https://www.shopamestools.com/Item_Images_AMES/72042_CROLL12CG_002.jpg | https://www.shopamestools.com/Item_Images_AMES/72042_CROLL12CG_003.jpg | https://www.shopamestools.com/Item_Images_AMES/72042_CROLL12CG_004.jpg | https://www.shopamestools.com/Item_Images_AMES/72042_CROLL12CG_005.jpg","https://www.shopamestools.com/TapeTech-CompoundRoller-CROLL12CG"
"72050","","TapeTech 14/18/24/32 Finishing Knife Set","TapeTech","","$579.99","Yes","","TapeTech 14/18/24/32 Finishing Knives & 9"" Compound Roller Kit with Support Handle/Adapter and 46"" Hard Utility Case Key Features: TapeTech premium drywall joint compound rollers are manufactured in Europe exclusively for TapeTech, using the highest quality reticulated polypropylene nap for great results and long life. Introducing an improved range of premium finishing knives for smoothing joint compound. TapeTech premium finishing knives are the most ergonomic smoothing knives available. The Handle Adapter quickly and securely attaches to the TapeTech FHTT or XHTT Support handles. No need to buy another handle for your smoothing knives. The New Premium Finishing Knife Handle adapter is more robust, provides quick angle adjustment and improved durability. This handle adapter also features a robust wing nut and quick-release cam locks, for easy removal. The 46″ hard case is used to carry tools and accessories. Case is waterproof and lockable. Will handle up to 5 premium finishing knives in various lengths. This kit includes: TapeTech 9"" Compound Roller with Frame - CROLL09CG TapeTech 14"" Premium Finishing Knife PFK14TT - PFK14TT TapeTech 18"" Premium Finishing Knife PFK18TT - PFK18TT TapeTech 24"" Premium Finishing Knife PFK24TT - PFK24TT TapeTech 32"" Premium Finishing Knife PFK32TT - PFK32TT T TapeTech Interchangeable Extendable Support Handle XHTT- XHTT TapeTech Finishing Knife Handle Adapter PFKHATT - PFKHATT TapeTech 46"" Hard Utility Case - TTCase46H","https://www.shopamestools.com/Item_Images_AMES/72050_media_001.jpg","https://www.shopamestools.com/TapeTech-KnifeKit-72050"
"72051","","TapeTech Finishing Knife Set II","TapeTech","","$375.99","Yes","","TapeTech Finishing Knife Set II Introducing an improved range of premium finishing knives for smoothing joint compound. TapeTech premium finishing knives are the most ergonomic smoothing knives available. Best Quality AND Best Value, these premium finishing knives offer the best value in the industry. Up to 49% less than other brands, TapeTech makes it possible for every finisher to achieve the best results! The Handle Adapter quickly and securely attaches to the TapeTech FHTT or XHTT Support handles. No need to buy another handle for your smoothing knives. The D-Shape fitting prevents twisting. The New Premium Finishing Knife Handle adapter is more robust, provides quick angle adjustment and improved durability. This handle adapter also features a robust wing nut and quick-release cam locks, for easy removal. This kit includes: TapeTech 12"" Premium Finishing Knife PFK12TT - PFK12TT TapeTech 24"" Premium Finishing Knife PFK24TT - PFK24TT TapeTech 32"" Premium Finishing Knife PFK32TT - PFK32TT TapeTech Premium Finishing Knife Extendable Handle - XHTT/PFKHATT TapeTech Finishing Knife Handle Adapter PFKHATT - TTTPFKHATT","https://www.shopamestools.com/Item_Images_AMES/72051_media_001.jpg","https://www.shopamestools.com/TapeTech-KnifeSet-72051"
"72052","","TapeTech 24"" Knife and 12"" Roller Set","TapeTech","","$201.59","Yes","","TapeTech 24"" Finishing Knife and 12"" Compound Roller Set w/ Support Handle/Adapter Key Features: Introducing an improved range of premium finishing knives for smoothing joint compound. TapeTech premium finishing knives are the most ergonomic smoothing knives available. TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to breaking out a sprayer or trying to apply the compound with knives or trowels. Simply apply the joint compound with the TapeTech premium drywall joint compound roller and then skim the area with a TapeTech premium finishing knife for an amazing finish. The Handle Adapter quickly and securely attaches to the TapeTech FHTT or XHTT Support handles. No need to buy another handle for your smoothing knives. The New Premium Finishing Knife Handle adapter is more robust, provides quick angle adjustment and improved durability. This handle adapter also features a robust wing nut and quick-release cam locks, for easy removal. This kit includes: TapeTech 24"" Premium Finishing Knife PFK24TT - PFK24TT TapeTech 12"" Compound Roller with Frame - CROLL12CG TapeTech Interchangeable Extendable Support Handle XHTT - XHTT TapeTech Finishing Knife Handle Adapter PFKHATT - PFKHATT","https://www.shopamestools.com/Item_Images_AMES/72052_media_001.jpg","https://www.shopamestools.com/TapeTech-KnifeSet-72052"
"72053","","TapeTech Finishing Knife Set I","TapeTech","","$321.99","Yes","","TapeTech Finishing Knife Set I Key Features: Introducing an improved range of premium finishing knives for smoothing joint compound. TapeTech premium finishing knives are the most ergonomic smoothing knives available. Best Quality AND Best Value, these premium finishing knives offer the best value in the industry. Up to 49% less than other brands, TapeTech makes it possible for every finisher to achieve the best results! The Handle Adapter quickly and securely attaches to the TapeTech FHTT or XHTT Support handles. No need to buy another handle for your smoothing knives. The New Premium Finishing Knife Handle adapter is more robust, provides quick angle adjustment and improved durability. This handle adapter also features a robust wing nut and quick-release cam locks, for easy removal. This kit includes: TapeTech 12"" Premium Finishing Knife PFK12TT - PFK12TT TapeTech 14"" Premium Finishing Knife PFK14TT - PFK14TT TapeTech 24"" Premium Finishing Knife PFK24TT - PFK24TT TapeTech Premium Finishing Knife Extendable Handle - XHTT/PFKHATT TapeTech Finishing Knife Handle Adapter PFKHATT - PFKHATT","https://www.shopamestools.com/Item_Images_AMES/72053_media_001.jpg","https://www.shopamestools.com/TapeTech-KnifeSet-72053"
"72054","","TapeTech 32"" Knife and 12"" Roller Set","TapeTech","","$254.99","Yes","","TapeTech 32"" Finishing Knife and 12"" Compound Roller Set w/ Support Handle/Adapter Key Features: Introducing an improved range of premium finishing knives for smoothing joint compound. TapeTech premium finishing knives are the most ergonomic smoothing knives available. TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to breaking out a sprayer or trying to apply the compound with knives or trowels. Simply apply the joint compound with the TapeTech premium drywall joint compound roller and then skim the area with a TapeTech premium finishing knife for an amazing finish. The Handle Adapter quickly and securely attaches to the TapeTech FHTT or XHTT Support handles. No need to buy another handle for your smoothing knives. The New Premium Finishing Knife Handle adapter is more robust, provides quick angle adjustment and improved durability. This handle adapter also features a robust wing nut and quick-release cam locks, for easy removal. This kit includes: TapeTech 32"" Premium Finishing Knife PFK24TT - PFK24TT TapeTech 12"" Compound Roller with Frame - CROLL12CG TapeTech Premium Finishing Knife Extendable Handle - XHTT/PFKHATT TapeTech Finishing Knife Handle Adapter PFKHATT - PFKHATT","https://www.shopamestools.com/Item_Images_AMES/72054_media_001.jpg","https://www.shopamestools.com/TapeTech-KnifeSet-72054"
"72055","","TapeTech 24"" Knife and 9"" Roller Set","TapeTech","","$220.99","Yes","","TapeTech 24"" Premium Finishing Knife and 9"" Compound Roller Set w/ Support Handle/Adapter Key Features: Introducing an improved range of premium finishing knives for smoothing joint compound. TapeTech premium finishing knives are the most ergonomic smoothing knives available. TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to breaking out a sprayer or trying to apply the compound with knives or trowels. Simply apply the joint compound with the TapeTech premium drywall joint compound roller and then skim the area with a TapeTech premium finishing knife for an amazing finish. The Handle Adapter quickly and securely attaches to the TapeTech FHTT or XHTT Support handles. No need to buy another handle for your smoothing knives. The New Premium Finishing Knife Handle adapter is more robust, provides quick angle adjustment and improved durability. This handle adapter also features a robust wing nut and quick-release cam locks, for easy removal. This kit includes: TapeTech 24"" Premium Finishing Knife PFK24TT - PFK24TT TapeTech 9"" Compound Roller with Frame - CROLL9CG TapeTech Premium Finishing Knife Extendable Handle - XHTT/PFKHATT TapeTech Finishing Knife Handle Adapter PFKHATT - PFKHATT","https://www.shopamestools.com/Item_Images_AMES/72055_media_001.jpg","https://www.shopamestools.com/TapeTech-KnifeSet-72055"
"72056","","TapeTech 24"" Finishing Knife with Handle","TapeTech","","$190.99","Yes","","TapeTech 24"" Premium Finishing Knife w/ Support Handle/Adapter Key Features: Introducing an improved range of premium finishing knives for smoothing joint compound. TapeTech premium finishing knives are the most ergonomic smoothing knives available. Best Quality AND Best Value, these premium finishing knives offer the best value in the industry. Up to 49% less than other brands, TapeTech makes it possible for every finisher to achieve the best results! The Handle Adapter quickly and securely attaches to the TapeTech FHTT or XHTT Support handles. No need to buy another handle for your smoothing knives. The New Premium Finishing Knife Handle adapter is more robust, provides quick angle adjustment and improved durability. This handle adapter also features a robust wing nut and quick-release cam locks, for easy removal. This kit includes: TapeTech 24"" Premium Finishing Knife PFK24TT - PFK24TT TapeTech Premium Finishing Knife Extendable Handle - XHTT/PFKHATT TapeTech Finishing Knife Handle Adapter PFKHATT - PFKHATT","https://www.shopamestools.com/Item_Images_AMES/72056_media_001.jpg","https://www.shopamestools.com/TapeTech-KnifeSet-72056"
